timestamp,training_end,threshold_selected_pre_event,predicted_probability,predicted_class,actual_future_6h_rain,actual_target,predicted_amount_mm
2021-11-02 04:00:00,2021-10-31 23:00:00,0.95,8.866455755e-05,0,2.2,0,5.570757866
2021-11-02 05:00:00,2021-10-31 23:00:00,0.95,3.713245314e-05,0,2.1,0,4.962535858
2021-11-02 06:00:00,2021-10-31 23:00:00,0.95,4.592798723e-05,0,1.8,0,5.661236286
2021-11-02 07:00:00,2021-10-31 23:00:00,0.95,3.421392466e-05,0,1.6,0,5.254384518
2021-11-02 08:00:00,2021-10-31 23:00:00,0.95,2.640841376e-05,0,1.4,0,4.417413712
2021-11-02 09:00:00,2021-10-31 23:00:00,0.95,1.412894744e-05,0,1.1,0,4.41617012
2021-11-02 10:00:00,2021-10-31 23:00:00,0.95,2.695145668e-05,0,1.1,0,3.028885365
2021-11-02 11:00:00,2021-10-31 23:00:00,0.95,1.826204607e-05,0,1.1,0,1.861971855
2021-11-02 12:00:00,2021-10-31 23:00:00,0.95,4.953897133e-06,0,0.9,0,1.846744418
2021-11-02 13:00:00,2021-10-31 23:00:00,0.95,0.0001483084925,0,0.4,0,2.703910589
2021-11-02 14:00:00,2021-10-31 23:00:00,0.95,9.486034105e-05,0,0.2,0,2.310300827
2021-11-02 15:00:00,2021-10-31 23:00:00,0.95,5.537163088e-05,0,0.3,0,0.986446023
2021-11-02 16:00:00,2021-10-31 23:00:00,0.95,0.0001109923833,0,0.3,0,1.314148664
2021-11-02 17:00:00,2021-10-31 23:00:00,0.95,4.938387428e-05,0,1.6,0,1.496072412
2021-11-02 18:00:00,2021-10-31 23:00:00,0.95,3.648657366e-05,0,4.1,0,1.173947453
2021-11-02 19:00:00,2021-10-31 23:00:00,0.95,2.422619764e-05,0,4.6,0,1.282255292
2021-11-02 20:00:00,2021-10-31 23:00:00,0.95,3.189637573e-05,0,4.9,0,1.371495962
2021-11-02 21:00:00,2021-10-31 23:00:00,0.95,2.115478492e-05,0,8.4,0,1.638360143
2021-11-02 22:00:00,2021-10-31 23:00:00,0.95,8.130822971e-05,0,9.2,0,1.787075043
