timestamp,training_end,threshold_selected_pre_event,predicted_probability,predicted_class,actual_future_6h_rain,actual_target,predicted_amount_mm
2021-11-02 23:00:00,2021-10-31 23:00:00,0.95,0.0008646551869,0,8,0,4.879273415
2021-11-03 00:00:00,2021-10-31 23:00:00,0.95,0.0009595283191,0,6.8,0,5.79734087
2021-11-03 01:00:00,2021-10-31 23:00:00,0.95,0.0005128681078,0,6.7,0,3.39780736
2021-11-03 02:00:00,2021-10-31 23:00:00,0.95,0.0003564573126,0,6.8,0,2.785624981
2021-11-03 03:00:00,2021-10-31 23:00:00,0.95,0.0003636887122,0,3.7,0,6.076271534
2021-11-03 04:00:00,2021-10-31 23:00:00,0.95,0.0001108965371,0,3.1,0,4.214178562
2021-11-03 05:00:00,2021-10-31 23:00:00,0.95,7.542774256e-05,0,3.1,0,2.734411001
2021-11-03 06:00:00,2021-10-31 23:00:00,0.95,0.0001534327166,0,2,0,5.505306244
2021-11-03 07:00:00,2021-10-31 23:00:00,0.95,0.0001438254258,0,1.7,0,4.833300114
2021-11-03 08:00:00,2021-10-31 23:00:00,0.95,0.0002203168988,0,1.9,0,4.0867033
2021-11-03 09:00:00,2021-10-31 23:00:00,0.95,0.0003439009306,0,1.5,0,4.463524818
2021-11-03 10:00:00,2021-10-31 23:00:00,0.95,0.0002017324296,0,1.2,0,2.903333426
2021-11-03 11:00:00,2021-10-31 23:00:00,0.95,1.871539098e-05,0,1,0,2.409556627
2021-11-03 12:00:00,2021-10-31 23:00:00,0.95,2.254146784e-05,0,1.9,0,2.288931608
2021-11-03 13:00:00,2021-10-31 23:00:00,0.95,3.649412611e-05,0,1.9,0,1.841697574
2021-11-03 14:00:00,2021-10-31 23:00:00,0.95,5.796521145e-05,0,1.4,0,1.874346852
2021-11-03 15:00:00,2021-10-31 23:00:00,0.95,3.854959141e-05,0,1.4,0,1.193749785
2021-11-03 16:00:00,2021-10-31 23:00:00,0.95,8.398634964e-05,0,2,0,0.9751473069
2021-11-03 17:00:00,2021-10-31 23:00:00,0.95,0.0001116407366,0,2.1,0,1.309503913
2021-11-03 18:00:00,2021-10-31 23:00:00,0.95,0.001193040167,0,1.5,0,5.376000404
2021-11-03 19:00:00,2021-10-31 23:00:00,0.95,0.00025327201,0,1.6,0,3.157844067
2021-11-03 20:00:00,2021-10-31 23:00:00,0.95,0.0001607293234,0,1.6,0,2.842906475
2021-11-03 21:00:00,2021-10-31 23:00:00,0.95,0.0002756475878,0,1.7,0,3.46077013
2021-11-03 22:00:00,2021-10-31 23:00:00,0.95,0.002297816798,0,1.3,0,4.706195831
2021-11-03 23:00:00,2021-10-31 23:00:00,0.95,0.0001481852378,0,1.3,0,3.172818661
2021-11-04 00:00:00,2021-10-31 23:00:00,0.95,9.79228389e-06,0,5.5,0,3.595333576
2021-11-04 01:00:00,2021-10-31 23:00:00,0.95,3.448383723e-05,0,8.9,0,2.857146263
2021-11-04 02:00:00,2021-10-31 23:00:00,0.95,1.415358656e-05,0,13.3,0,1.98279345
2021-11-04 03:00:00,2021-10-31 23:00:00,0.95,2.160093936e-05,0,16,0,1.79910028
2021-11-04 04:00:00,2021-10-31 23:00:00,0.95,1.845496081e-05,0,18.6,0,1.947928786
2021-11-04 05:00:00,2021-10-31 23:00:00,0.95,5.248784146e-05,0,21.1,1,1.371893644
2021-11-04 06:00:00,2021-10-31 23:00:00,0.95,4.22933299e-05,0,18.9,0,5.061185837
2021-11-04 07:00:00,2021-10-31 23:00:00,0.95,0.0001142797482,0,16.9,0,5.45344305
2021-11-04 08:00:00,2021-10-31 23:00:00,0.95,0.001990207704,0,13.3,0,6.132869244
2021-11-04 09:00:00,2021-10-31 23:00:00,0.95,5.989340934e-05,0,10.8,0,6.463858128
2021-11-04 10:00:00,2021-10-31 23:00:00,0.95,0.003987063654,0,8.1,0,7.294904709
2021-11-04 11:00:00,2021-10-31 23:00:00,0.95,0.01672161371,0,5.6,0,7.930625916
2021-11-04 12:00:00,2021-10-31 23:00:00,0.95,0.2637570202,0,3.2,0,8.837771416
2021-11-04 13:00:00,2021-10-31 23:00:00,0.95,0.1861282438,0,1.7,0,7.168878555
2021-11-04 14:00:00,2021-10-31 23:00:00,0.95,0.1219460443,0,1,0,3.285384893
2021-11-04 15:00:00,2021-10-31 23:00:00,0.95,0.01186326146,0,0.6,0,4.516310215
2021-11-04 16:00:00,2021-10-31 23:00:00,0.95,0.0008457288495,0,0.5,0,1.066358566
2021-11-04 17:00:00,2021-10-31 23:00:00,0.95,0.0004528654972,0,0.4,0,0.156986922
2021-11-04 18:00:00,2021-10-31 23:00:00,0.95,0.0001344066841,0,0.3,0,0.3726215065
2021-11-04 19:00:00,2021-10-31 23:00:00,0.95,0.002608433831,0,0.2,0,2.682968616
2021-11-04 20:00:00,2021-10-31 23:00:00,0.95,0.001925332239,0,0,0,4.152051449
2021-11-04 21:00:00,2021-10-31 23:00:00,0.95,0.001150452881,0,0,0,2.286062479
2021-11-04 22:00:00,2021-10-31 23:00:00,0.95,0.001390670426,0,0,0,2.28034997
2021-11-04 23:00:00,2021-10-31 23:00:00,0.95,0.009121800773,0,0,0,2.66806078
2021-11-05 00:00:00,2021-10-31 23:00:00,0.95,2.547959411e-05,0,0.9,0,1.823663116
2021-11-05 01:00:00,2021-10-31 23:00:00,0.95,1.678597073e-05,0,2.5,0,1.436752915
2021-11-05 02:00:00,2021-10-31 23:00:00,0.95,1.245785097e-05,0,2.6,0,1.047506928
2021-11-05 03:00:00,2021-10-31 23:00:00,0.95,1.463547233e-05,0,7.6,0,1.257292032
2021-11-05 04:00:00,2021-10-31 23:00:00,0.95,1.939588037e-05,0,10.4,0,1.294717312
2021-11-05 05:00:00,2021-10-31 23:00:00,0.95,0.000132468369,0,10.7,0,0.9163556695
2021-11-05 06:00:00,2021-10-31 23:00:00,0.95,0.0001098463908,0,10.1,0,4.325597286
2021-11-05 07:00:00,2021-10-31 23:00:00,0.95,0.0001649370533,0,8.7,0,5.152398586
2021-11-05 08:00:00,2021-10-31 23:00:00,0.95,4.08553642e-05,0,8.8,0,3.900335789
2021-11-05 09:00:00,2021-10-31 23:00:00,0.95,0.0001445207745,0,4.2,0,6.602891922
2021-11-05 10:00:00,2021-10-31 23:00:00,0.95,0.0004509973223,0,7.2,0,5.869795322
2021-11-05 11:00:00,2021-10-31 23:00:00,0.95,0.0004445407249,0,7.1,0,4.244422913
2021-11-05 12:00:00,2021-10-31 23:00:00,0.95,0.0004829277459,0,6.8,0,3.366869688
2021-11-05 13:00:00,2021-10-31 23:00:00,0.95,0.0003510049719,0,6.7,0,1.835883498
2021-11-05 14:00:00,2021-10-31 23:00:00,0.95,4.685094245e-05,0,8.3,0,1.561333537
2021-11-05 15:00:00,2021-10-31 23:00:00,0.95,0.0002867247385,0,12.7,0,2.312838078
2021-11-05 16:00:00,2021-10-31 23:00:00,0.95,0.0001852836867,0,8.1,0,7.75908041
2021-11-05 17:00:00,2021-10-31 23:00:00,0.95,9.535561549e-05,0,8.2,0,1.706368446
2021-11-05 18:00:00,2021-10-31 23:00:00,0.95,0.0002890608157,0,8.2,0,1.167298794
2021-11-05 19:00:00,2021-10-31 23:00:00,0.95,7.046347309e-05,0,8.1,0,3.432910442
2021-11-05 20:00:00,2021-10-31 23:00:00,0.95,0.0001386652148,0,6.3,0,6.858004093
2021-11-05 21:00:00,2021-10-31 23:00:00,0.95,0.001607198035,0,1.5,0,8.255595207
2021-11-05 22:00:00,2021-10-31 23:00:00,0.95,0.001732773846,0,0.3,0,8.885357857
2021-11-05 23:00:00,2021-10-31 23:00:00,0.95,0.01423875988,0,0,0,7.096337318
2021-11-06 00:00:00,2021-10-31 23:00:00,0.95,0.0004759260046,0,0,0,4.677986145
2021-11-06 01:00:00,2021-10-31 23:00:00,0.95,0.0002245047654,0,0,0,2.651787519
2021-11-06 02:00:00,2021-10-31 23:00:00,0.95,2.638940714e-05,0,0.1,0,1.063422799
2021-11-06 03:00:00,2021-10-31 23:00:00,0.95,0.0002523454605,0,0.3,0,0.6881200075
2021-11-06 04:00:00,2021-10-31 23:00:00,0.95,0.0006348226452,0,0.9,0,0.5885640979
2021-11-06 05:00:00,2021-10-31 23:00:00,0.95,0.0001188347669,0,1.7,0,0.790836513
2021-11-06 06:00:00,2021-10-31 23:00:00,0.95,0.0007000703481,0,1.9,0,0.9027128816
2021-11-06 07:00:00,2021-10-31 23:00:00,0.95,0.0003012814268,0,2.4,0,1.339703083
2021-11-06 08:00:00,2021-10-31 23:00:00,0.95,0.0001457599719,0,2.4,0,2.242784739
2021-11-06 09:00:00,2021-10-31 23:00:00,0.95,0.0001273481903,0,2.3,0,3.27633357
2021-11-06 10:00:00,2021-10-31 23:00:00,0.95,4.11166111e-05,0,2.2,0,2.276904106
2021-11-06 11:00:00,2021-10-31 23:00:00,0.95,2.267412674e-05,0,1.5,0,2.319791317
2021-11-06 12:00:00,2021-10-31 23:00:00,0.95,2.044697612e-05,0,1.8,0,2.336049795
2021-11-06 13:00:00,2021-10-31 23:00:00,0.95,0.0001788779773,0,4.8,0,2.32506609
2021-11-06 14:00:00,2021-10-31 23:00:00,0.95,2.524927004e-05,0,5.4,0,1.488855839
2021-11-06 15:00:00,2021-10-31 23:00:00,0.95,3.78404693e-05,0,5.5,0,1.609598041
2021-11-06 16:00:00,2021-10-31 23:00:00,0.95,0.0001923734671,0,10.7,0,2.438699722
2021-11-06 17:00:00,2021-10-31 23:00:00,0.95,0.0005589831853,0,14.7,0,2.100081444
2021-11-06 18:00:00,2021-10-31 23:00:00,0.95,0.02374901436,0,18.1,0,4.312663555
2021-11-06 19:00:00,2021-10-31 23:00:00,0.95,0.0006596564199,0,18.9,0,8.537340164
2021-11-06 20:00:00,2021-10-31 23:00:00,0.95,0.001932445797,0,20.6,1,6.01403904
2021-11-06 21:00:00,2021-10-31 23:00:00,0.95,0.01180884615,0,27.4,1,4.243074894
2021-11-06 22:00:00,2021-10-31 23:00:00,0.95,0.0008942543063,0,23.8,1,12.10837364
2021-11-06 23:00:00,2021-10-31 23:00:00,0.95,0.04043613002,0,21.8,1,7.137276173
2021-11-07 00:00:00,2021-10-31 23:00:00,0.95,0.0343971923,0,21.4,1,12.1327076
2021-11-07 01:00:00,2021-10-31 23:00:00,0.95,0.1631800085,0,20.6,1,16.57688332
2021-11-07 02:00:00,2021-10-31 23:00:00,0.95,0.2053778321,0,19,0,18.61958694
2021-11-07 03:00:00,2021-10-31 23:00:00,0.95,0.1763977408,0,14.2,0,21.74312782
2021-11-07 04:00:00,2021-10-31 23:00:00,0.95,0.2023401707,0,13.6,0,13.69065857
2021-11-07 05:00:00,2021-10-31 23:00:00,0.95,0.586769402,0,13.7,0,16.34535217
2021-11-07 06:00:00,2021-10-31 23:00:00,0.95,0.04163553566,0,12.1,0,12.97134495
2021-11-07 07:00:00,2021-10-31 23:00:00,0.95,0.104132317,0,10.8,0,13.65657234
2021-11-07 08:00:00,2021-10-31 23:00:00,0.95,0.103731662,0,13.9,0,10.14103699
2021-11-07 09:00:00,2021-10-31 23:00:00,0.95,0.4044800997,0,12.3,0,17.66304588
2021-11-07 10:00:00,2021-10-31 23:00:00,0.95,0.5265026689,0,11.2,0,17.51809311
2021-11-07 11:00:00,2021-10-31 23:00:00,0.95,0.6313003302,0,9.1,0,16.64951324
2021-11-07 12:00:00,2021-10-31 23:00:00,0.95,0.5894450545,0,7.8,0,16.99418259
2021-11-07 13:00:00,2021-10-31 23:00:00,0.95,0.620306015,0,6,0,12.23833656
2021-11-07 14:00:00,2021-10-31 23:00:00,0.95,0.4721563756,0,6.9,0,11.66152859
2021-11-07 15:00:00,2021-10-31 23:00:00,0.95,0.0633385703,0,11.1,0,6.959056377
2021-11-07 16:00:00,2021-10-31 23:00:00,0.95,0.06027396396,0,11.4,0,2.902908802
2021-11-07 17:00:00,2021-10-31 23:00:00,0.95,0.03658450767,0,13.7,0,4.810913563
2021-11-07 18:00:00,2021-10-31 23:00:00,0.95,0.006056795362,0,13.5,0,6.309428692
2021-11-07 19:00:00,2021-10-31 23:00:00,0.95,0.004103213083,0,18.4,0,6.756395817
2021-11-07 20:00:00,2021-10-31 23:00:00,0.95,5.343004887e-05,0,14.1,0,9.713515282
2021-11-07 21:00:00,2021-10-31 23:00:00,0.95,0.003569769673,0,10,0,11.96373463
2021-11-07 22:00:00,2021-10-31 23:00:00,0.95,0.0132367909,0,10,0,11.4070797
2021-11-07 23:00:00,2021-10-31 23:00:00,0.95,0.001135673374,0,7.9,0,8.155532837
2021-11-08 00:00:00,2021-10-31 23:00:00,0.95,0.02386388183,0,7.6,0,11.49845695
2021-11-08 01:00:00,2021-10-31 23:00:00,0.95,0.01097686402,0,2.5,0,11.61432362
2021-11-08 02:00:00,2021-10-31 23:00:00,0.95,0.05607174337,0,2.1,0,9.827536583
2021-11-08 03:00:00,2021-10-31 23:00:00,0.95,0.01197307371,0,1.5,0,7.186401844
2021-11-08 04:00:00,2021-10-31 23:00:00,0.95,0.05364448205,0,0.8,0,10.70488548
2021-11-08 05:00:00,2021-10-31 23:00:00,0.95,0.01116580982,0,0.5,0,3.312808752
2021-11-08 06:00:00,2021-10-31 23:00:00,0.95,0.01056881342,0,0.5,0,3.200466871
2021-11-08 07:00:00,2021-10-31 23:00:00,0.95,0.000340020837,0,0.4,0,5.464213848
2021-11-08 08:00:00,2021-10-31 23:00:00,0.95,0.0001336543064,0,0.4,0,2.850981951
2021-11-08 09:00:00,2021-10-31 23:00:00,0.95,0.0002183303004,0,0.4,0,3.167504311
2021-11-08 10:00:00,2021-10-31 23:00:00,0.95,0.000242565191,0,0.5,0,2.026549101
2021-11-08 11:00:00,2021-10-31 23:00:00,0.95,1.646361488e-05,0,0.5,0,1.906279922
2021-11-08 12:00:00,2021-10-31 23:00:00,0.95,1.909789535e-05,0,1,0,2.277576447
2021-11-08 13:00:00,2021-10-31 23:00:00,0.95,4.033460573e-05,0,1.4,0,2.31823802
2021-11-08 14:00:00,2021-10-31 23:00:00,0.95,2.450115062e-05,0,1.8,0,1.569017887
2021-11-08 15:00:00,2021-10-31 23:00:00,0.95,3.541753176e-05,0,2.2,0,1.768727183
2021-11-08 16:00:00,2021-10-31 23:00:00,0.95,7.865630323e-05,0,2.8,0,1.437802315
2021-11-08 17:00:00,2021-10-31 23:00:00,0.95,5.232392141e-05,0,3.9,0,1.537689447
2021-11-08 18:00:00,2021-10-31 23:00:00,0.95,0.001294405665,0,4.5,0,4.591852665
2021-11-08 19:00:00,2021-10-31 23:00:00,0.95,0.000778449059,0,4.6,0,4.42380619
2021-11-08 20:00:00,2021-10-31 23:00:00,0.95,0.0001685002208,0,4.3,0,4.930273533
2021-11-08 21:00:00,2021-10-31 23:00:00,0.95,0.0003874336544,0,3.8,0,4.316448689
2021-11-08 22:00:00,2021-10-31 23:00:00,0.95,0.002696551848,0,3.4,0,5.435827732
2021-11-08 23:00:00,2021-10-31 23:00:00,0.95,0.00578257069,0,2.8,0,6.210570812
2021-11-09 00:00:00,2021-10-31 23:00:00,0.95,0.001317130984,0,2.4,0,5.056749821
2021-11-09 01:00:00,2021-10-31 23:00:00,0.95,0.002053143689,0,2,0,5.141391754
2021-11-09 02:00:00,2021-10-31 23:00:00,0.95,0.0001128704389,0,2.2,0,3.676386356
2021-11-09 03:00:00,2021-10-31 23:00:00,0.95,8.993796655e-05,0,2.8,0,1.18699038
2021-11-09 04:00:00,2021-10-31 23:00:00,0.95,0.0001266019972,0,4.6,0,2.354960442
2021-11-09 05:00:00,2021-10-31 23:00:00,0.95,0.00118465675,0,4.9,0,3.278459072
2021-11-09 06:00:00,2021-10-31 23:00:00,0.95,0.0007308076601,0,4.3,0,3.525549173
2021-11-09 07:00:00,2021-10-31 23:00:00,0.95,0.0004176729417,0,4.3,0,3.978930473
2021-11-09 08:00:00,2021-10-31 23:00:00,0.95,0.0003657906491,0,5,0,3.437836409
2021-11-09 09:00:00,2021-10-31 23:00:00,0.95,0.0006993911229,0,5.1,0,3.334316969
2021-11-09 10:00:00,2021-10-31 23:00:00,0.95,0.005553426221,0,3.9,0,6.023443699
2021-11-09 11:00:00,2021-10-31 23:00:00,0.95,0.002689070767,0,3.9,0,5.428603649
2021-11-09 12:00:00,2021-10-31 23:00:00,0.95,0.0001010543638,0,4.6,0,3.219497204
2021-11-09 13:00:00,2021-10-31 23:00:00,0.95,0.0001128872245,0,4.4,0,2.479117155
2021-11-09 14:00:00,2021-10-31 23:00:00,0.95,0.0006941033644,0,3.3,0,3.096183538
2021-11-09 15:00:00,2021-10-31 23:00:00,0.95,0.0008466286235,0,2.6,0,3.875112057
2021-11-09 16:00:00,2021-10-31 23:00:00,0.95,0.003107178025,0,1.7,0,5.013915062
2021-11-09 17:00:00,2021-10-31 23:00:00,0.95,0.009600829333,0,1,0,5.216524124
2021-11-09 18:00:00,2021-10-31 23:00:00,0.95,0.01516440976,0,1.1,0,6.149456024
2021-11-09 19:00:00,2021-10-31 23:00:00,0.95,0.002984653227,0,1.6,0,3.548501015
2021-11-09 20:00:00,2021-10-31 23:00:00,0.95,0.0004229372425,0,1.7,0,2.198886871
2021-11-09 21:00:00,2021-10-31 23:00:00,0.95,0.0001182271371,0,2,0,1.140269876
2021-11-09 22:00:00,2021-10-31 23:00:00,0.95,0.000243815186,0,2.4,0,1.28875351
2021-11-09 23:00:00,2021-10-31 23:00:00,0.95,0.0003924737102,0,2.8,0,2.14050436
2021-11-10 00:00:00,2021-10-31 23:00:00,0.95,0.001234426862,0,5.8,0,3.694807291
2021-11-10 01:00:00,2021-10-31 23:00:00,0.95,0.001478154096,0,9.6,0,3.148927689
2021-11-10 02:00:00,2021-10-31 23:00:00,0.95,0.0001160780739,0,11.3,0,2.648760319
2021-11-10 03:00:00,2021-10-31 23:00:00,0.95,0.0004714742536,0,11.6,0,2.981202364
2021-11-10 04:00:00,2021-10-31 23:00:00,0.95,0.000220458096,0,12.6,0,3.134869337
2021-11-10 05:00:00,2021-10-31 23:00:00,0.95,0.0003401630092,0,14.8,0,3.181404591
2021-11-10 06:00:00,2021-10-31 23:00:00,0.95,0.0008514146321,0,12.5,0,6.200545311
2021-11-10 07:00:00,2021-10-31 23:00:00,0.95,0.005575207062,0,11.2,0,10.56531143
2021-11-10 08:00:00,2021-10-31 23:00:00,0.95,0.002303683432,0,12.5,0,7.020061016
2021-11-10 09:00:00,2021-10-31 23:00:00,0.95,0.0070895073,0,14.1,0,7.563997746
2021-11-10 10:00:00,2021-10-31 23:00:00,0.95,0.02605463564,0,15.3,0,8.483623505
2021-11-10 11:00:00,2021-10-31 23:00:00,0.95,0.01619907096,0,16,0,7.774219513
2021-11-10 12:00:00,2021-10-31 23:00:00,0.95,0.006340396591,0,18.3,0,5.20510149
2021-11-10 13:00:00,2021-10-31 23:00:00,0.95,0.2701548934,0,21.9,1,9.210989952
2021-11-10 14:00:00,2021-10-31 23:00:00,0.95,0.5234827399,0,28.3,1,10.76025295
2021-11-10 15:00:00,2021-10-31 23:00:00,0.95,0.03662477061,0,33.1,1,11.77050781
2021-11-10 16:00:00,2021-10-31 23:00:00,0.95,0.04743889719,0,38.9,1,6.013607502
2021-11-10 17:00:00,2021-10-31 23:00:00,0.95,0.2932451665,0,42.8,1,23.70414352
2021-11-10 18:00:00,2021-10-31 23:00:00,0.95,0.3705721796,0,47.4,1,22.27605057
2021-11-10 19:00:00,2021-10-31 23:00:00,0.95,0.1948696822,0,52.2,1,24.87962341
2021-11-10 20:00:00,2021-10-31 23:00:00,0.95,0.8851520419,0,59.7,1,31.8148098
2021-11-10 21:00:00,2021-10-31 23:00:00,0.95,0.966529727,1,60.5,1,27.83489227
2021-11-10 22:00:00,2021-10-31 23:00:00,0.95,0.8950173855,0,58.8,1,18.56687737
2021-11-10 23:00:00,2021-10-31 23:00:00,0.95,0.7805190086,0,58.1,1,21.76181984
2021-11-11 00:00:00,2021-10-31 23:00:00,0.95,0.9879540205,1,54.9,1,32.02132416
2021-11-11 01:00:00,2021-10-31 23:00:00,0.95,0.9864350557,1,51.7,1,42.10062027
2021-11-11 02:00:00,2021-10-31 23:00:00,0.95,0.9976859093,1,60.2,1,45.88214874
2021-11-11 03:00:00,2021-10-31 23:00:00,0.95,0.9957909584,1,80,1,53.28498077
2021-11-11 04:00:00,2021-10-31 23:00:00,0.95,0.989851892,1,103,1,52.09210587
2021-11-11 05:00:00,2021-10-31 23:00:00,0.95,0.9676771164,1,99.8,1,49.57973099
2021-11-11 06:00:00,2021-10-31 23:00:00,0.95,0.9937964678,1,99,1,51.08453369
2021-11-11 07:00:00,2021-10-31 23:00:00,0.95,0.9977318645,1,108.2,1,49.61561203
2021-11-11 08:00:00,2021-10-31 23:00:00,0.95,0.9940794706,1,88.2,1,46.0047493
2021-11-11 09:00:00,2021-10-31 23:00:00,0.95,0.9962140918,1,60.7,1,57.98097992
2021-11-11 10:00:00,2021-10-31 23:00:00,0.95,0.9919093251,1,31.1,1,44.59444046
2021-11-11 11:00:00,2021-10-31 23:00:00,0.95,0.7390669584,0,28,1,20.71966743
2021-11-11 12:00:00,2021-10-31 23:00:00,0.95,0.9686805606,1,23.4,1,26.1923542
2021-11-11 13:00:00,2021-10-31 23:00:00,0.95,0.9807415605,1,6,0,30.48348999
2021-11-11 14:00:00,2021-10-31 23:00:00,0.95,0.9929914474,1,0.5,0,26.38245964
2021-11-11 15:00:00,2021-10-31 23:00:00,0.95,0.01737377606,0,0.4,0,10.21176434
2021-11-11 16:00:00,2021-10-31 23:00:00,0.95,0.0009833237855,0,0.5,0,7.555370331
2021-11-11 17:00:00,2021-10-31 23:00:00,0.95,0.04569200426,0,0.4,0,5.688203812
2021-11-11 18:00:00,2021-10-31 23:00:00,0.95,2.234507338e-05,0,0.4,0,5.398236752
2021-11-11 19:00:00,2021-10-31 23:00:00,0.95,7.32395165e-06,0,0.4,0,4.229019642
2021-11-11 20:00:00,2021-10-31 23:00:00,0.95,1.869888911e-05,0,0.4,0,4.104403973
2021-11-11 21:00:00,2021-10-31 23:00:00,0.95,0.0001782636537,0,0.4,0,2.314654827
2021-11-11 22:00:00,2021-10-31 23:00:00,0.95,0.0003229801368,0,0.2,0,1.502380013
2021-11-11 23:00:00,2021-10-31 23:00:00,0.95,0.0006116696168,0,0.1,0,2.020878553
2021-11-12 00:00:00,2021-10-31 23:00:00,0.95,0.0001841559133,0,0.6,0,1.918077588
2021-11-12 01:00:00,2021-10-31 23:00:00,0.95,0.0003346277226,0,1.1,0,2.056684971
2021-11-12 02:00:00,2021-10-31 23:00:00,0.95,0.0001035796595,0,1.3,0,0.9027632475
2021-11-12 03:00:00,2021-10-31 23:00:00,0.95,2.911349475e-05,0,1.6,0,1.231592178
2021-11-12 04:00:00,2021-10-31 23:00:00,0.95,6.059145744e-05,0,1.6,0,1.635388851
2021-11-12 05:00:00,2021-10-31 23:00:00,0.95,2.814039726e-05,0,1.5,0,0.5208500624
2021-11-12 06:00:00,2021-10-31 23:00:00,0.95,0.0002853364276,0,1,0,2.190696478
2021-11-12 07:00:00,2021-10-31 23:00:00,0.95,0.00243923068,0,0.5,0,3.06264472
2021-11-12 08:00:00,2021-10-31 23:00:00,0.95,7.718275447e-05,0,0.3,0,3.484359264
2021-11-12 09:00:00,2021-10-31 23:00:00,0.95,7.576699863e-05,0,0,0,3.134647846
2021-11-12 10:00:00,2021-10-31 23:00:00,0.95,5.069037798e-05,0,0,0,2.514376879
2021-11-12 11:00:00,2021-10-31 23:00:00,0.95,1.103564955e-05,0,0,0,2.063733101
2021-11-12 12:00:00,2021-10-31 23:00:00,0.95,8.400819752e-06,0,0,0,1.939700723
2021-11-12 13:00:00,2021-10-31 23:00:00,0.95,1.094641902e-05,0,0,0,0.530574739
2021-11-12 14:00:00,2021-10-31 23:00:00,0.95,0.000114317023,0,0,0,1.395743251
2021-11-12 15:00:00,2021-10-31 23:00:00,0.95,0.0001173733108,0,0,0,0.969528079
2021-11-12 16:00:00,2021-10-31 23:00:00,0.95,0.0004719059216,0,0,0,0.2930034399
2021-11-12 17:00:00,2021-10-31 23:00:00,0.95,0.0005722888163,0,0,0,0.42099756
2021-11-12 18:00:00,2021-10-31 23:00:00,0.95,0.0005833012983,0,0,0,0.6413211226
2021-11-12 19:00:00,2021-10-31 23:00:00,0.95,0.0004262125294,0,0,0,0.6425607204
2021-11-12 20:00:00,2021-10-31 23:00:00,0.95,0.0003183183435,0,0,0,2.166615725
2021-11-12 21:00:00,2021-10-31 23:00:00,0.95,0.0002078858524,0,0,0,0.6332954764
2021-11-12 22:00:00,2021-10-31 23:00:00,0.95,0.0003100770409,0,0,0,0.5997728705
2021-11-12 23:00:00,2021-10-31 23:00:00,0.95,0.0001209816546,0,0,0,0.5651600361
2021-11-13 00:00:00,2021-10-31 23:00:00,0.95,8.172917296e-05,0,0,0,0.4558809102
2021-11-13 01:00:00,2021-10-31 23:00:00,0.95,7.992434985e-05,0,0,0,0.4653194845
2021-11-13 02:00:00,2021-10-31 23:00:00,0.95,0.0001084314572,0,0,0,0.5090751648
2021-11-13 03:00:00,2021-10-31 23:00:00,0.95,7.819942402e-05,0,0,0,0.4801093936
2021-11-13 04:00:00,2021-10-31 23:00:00,0.95,0.0001456188184,0,0,0,0.4881198108
2021-11-13 05:00:00,2021-10-31 23:00:00,0.95,0.0005216554273,0,0.1,0,0.5140696168
2021-11-13 06:00:00,2021-10-31 23:00:00,0.95,0.0001989961602,0,0.3,0,0.4428093135
2021-11-13 07:00:00,2021-10-31 23:00:00,0.95,0.0001135919156,0,0.7,0,0.4229456484
2021-11-13 08:00:00,2021-10-31 23:00:00,0.95,4.862908827e-05,0,0.8,0,0.529096067
2021-11-13 09:00:00,2021-10-31 23:00:00,0.95,3.834624295e-05,0,0.8,0,0.4786565304
2021-11-13 10:00:00,2021-10-31 23:00:00,0.95,1.030193471e-05,0,0.8,0,0.2720360756
2021-11-13 11:00:00,2021-10-31 23:00:00,0.95,2.380727665e-06,0,0.7,0,0.8475921154
2021-11-13 12:00:00,2021-10-31 23:00:00,0.95,3.110968237e-06,0,0.5,0,1.095971227
2021-11-13 13:00:00,2021-10-31 23:00:00,0.95,4.337310747e-05,0,0.1,0,1.551182628
2021-11-13 14:00:00,2021-10-31 23:00:00,0.95,3.686880154e-05,0,0,0,0.8994083405
2021-11-13 15:00:00,2021-10-31 23:00:00,0.95,0.0001111090824,0,0,0,0.2391321957
2021-11-13 16:00:00,2021-10-31 23:00:00,0.95,0.0001257379336,0,0,0,0.4145223796
2021-11-13 17:00:00,2021-10-31 23:00:00,0.95,0.000216177461,0,0,0,0.555130899
2021-11-13 18:00:00,2021-10-31 23:00:00,0.95,0.0008349796408,0,0.1,0,0.7791896462
2021-11-13 19:00:00,2021-10-31 23:00:00,0.95,0.0004853262799,0,0.1,0,0.5888096094
2021-11-13 20:00:00,2021-10-31 23:00:00,0.95,0.0003026203485,0,2.2,0,0.4970471859
2021-11-13 21:00:00,2021-10-31 23:00:00,0.95,0.000211908191,0,2.3,0,0.5370336771
2021-11-13 22:00:00,2021-10-31 23:00:00,0.95,0.0001389019599,0,2.3,0,0.4326137006
2021-11-13 23:00:00,2021-10-31 23:00:00,0.95,1.744204019e-05,0,2.3,0,0.4909420013
2021-11-14 00:00:00,2021-10-31 23:00:00,0.95,1.204550426e-05,0,3.5,0,1.008657813
2021-11-14 01:00:00,2021-10-31 23:00:00,0.95,1.170534233e-05,0,3.6,0,0.3866272271
2021-11-14 02:00:00,2021-10-31 23:00:00,0.95,0.0001585546997,0,1.6,0,3.719213963
2021-11-14 03:00:00,2021-10-31 23:00:00,0.95,0.0004750788212,0,1.6,0,1.21769321
2021-11-14 04:00:00,2021-10-31 23:00:00,0.95,0.0004551816091,0,1.7,0,0.3097003102
