loeo_direction,timestamp,knn_autocorrelation_k8
Episode_1_to_Episode_2,2021-11-28 06:00:00,0.8878959133288059
Episode_2_to_Episode_1,2021-11-08 23:00:00,0.9106024696900864
Episode_2_to_Episode_1,2021-11-10 11:00:00,0.9106024696900864
Episode_2_to_Episode_1,2021-11-10 18:00:00,0.9106024696900864
Episode_2_to_Episode_1,2021-11-12 00:00:00,0.9106024696900864
